label,value,standard_error,expression,maximum,minimum,non_negative,vary
scalem.WT532freerod,0.61977354,0.008608962,None,,0,False,True
scalem.WT540freePBS,0.184028069,0.003434637,None,,0,False,True
scalem.WT540freerod,0.841387997,0.00686718,None,,0,False,True
scalem.WT580freePBS,0.083111032,0.003049035,None,,0,False,True
scalem.WT580freerod,3.45E-24,0.005191015,None,,0,False,True
irfWT400.center,855.8371463,0.019267803,None,,0,False,True
irfWT400.width1,3.573744139,5.236425206,None,,0,False,True
irfWT400.width2,124.4991827,0.019831415,None,,0,False,True
irfWT400.scale1,1,None,None,,,False,False
irfWT400.scale2,0.049758553,0.618121797,None,,0,False,True
irfWT532.center,855.7140065,0.044025547,None,,0,False,True
irfWT532.width1,8.612121324,0.059215056,None,,0,False,True
irfWT532.width2,81.27225245,111.7167799,None,110,0,False,True
irfWT532.scale1,1,None,None,,,False,False
irfWT532.scale2,0.019073686,0.00768533,None,,0,False,True
irfWT540.center,851.8030048,0.029033419,None,,0,False,True
irfWT540.width1,3.92210685,0.042118239,None,,0,False,True
irfWT540.width2,60.43276728,5.337271406,None,,0,False,True
irfWT540.scale1,1,None,None,,,False,False
irfWT540.scale2,0.055022632,0.003740414,None,,0,False,True
irfWT580.center,858.3628806,0.030822213,None,,0,False,True
irfWT580.width1,3.482021656,1.302450326,None,,0,False,True
irfWT580.width2,10.47970682,0.127736714,None,,0,False,True
irfWT580.scale1,1,None,None,,,False,False
irfWT580.scale2,0.157039416,1.936873931,None,,0,False,True
irfdPSII532.center,856.5987167,0.033310148,None,,0,False,True
irfdPSII532.width1,3.809032843,0.050255818,None,,0,False,True
irfdPSII532.width2,53.22560462,3.82914581,None,,0,False,True
irfdPSII532.scale1,1,None,None,,,False,False
irfdPSII532.scale2,0.08062472,0.004626443,None,,0,False,True
irfdPSII540.center,851.9305348,0.022940829,None,,0,False,True
irfdPSII540.width1,3.971422839,0.027268326,None,,0,False,True
irfdPSII540.width2,90.68893858,6.671730788,None,,0,False,True
irfdPSII540.scale1,1,None,None,,,False,False
irfdPSII540.scale2,0.053815172,0.001803482,None,,0,False,True
input532.PSIbulk,0.900087992,2.41522192,None,,0,False,True
input532.PSIred,0.054005279,None,$input532.PSIbulk*0.06,,,False,False
input540.PSIbulk,0.779358049,2.006391391,None,,0,False,True
input540.PSIred,0.046761483,None,$input540.PSIbulk*0.06,,,False,False
inputWT532.PSIbulk,58.56468948,0.936712044,None,,0,False,True
inputWT532.PSIred,3.513881369,None,$inputWT532.PSIbulk*0.06,,,False,False
inputWT532.PSIIbulk,8.023362459,None,$inputWT532.PSIbulk*$ChlratioPSII.I,,0,False,False
inputWT540.PSIbulk,48.60380307,0.828322434,None,,0,False,True
inputWT540.PSIred,2.916228184,None,$inputWT540.PSIbulk*0.06,,,False,False
inputWT540.PSIIbulk,6.658721021,None,$inputWT540.PSIbulk*$ChlratioPSII.I,,0,False,False
scalem.dPSII400freePSI,161.3629477,100.0464565,None,,0,False,True
scalem.WT400freePSI,1.185221688,0.070155327,None,,0,False,True
scalem.WT400freePSII,2.6,0.229659501,None,,0,False,False
rates.ToPSIbulkFromPSIIbulk,0,0.000299575,None,,0,False,False
rates.ToAPC660tFromPC650t,0.011776497,None,$rates.ToAPC660bFromPC650b,,0,False,False
rates.ToPC650tFromAPC660t,0.00620402,None,$rates.ToPC650bFromAPC660b*4,,0,False,False
scale.input400,1,None,None,2,0,False,False
input400.APC660t_APC660b,24,None,$input400n.APC660t_APC660b*$scale.input400,,,False,False
input400.APC660e,18,None,$input400n.APC660e*$scale.input400,,,False,False
input400.APC680,6,None,$input400n.APC680*$scale.input400,,,False,False
input400.PC650,36,None,$input400n.PC650*$scale.input400,,,False,False
input400.PC640,18,None,$input400n.PC640*$scale.input400,,,False,False
input400.PC650t,144,None,$input400.PC650*4,,,False,False
input580.PC650t,144,None,$input580.PC650*4,,,False,False
input400.PC640t,72,None,$input400.PC640*4,,,False,False
input580.PC640t,144,None,$input580.PC640*4,,,False,False
